product_id,product_name,category,subcategory,brand,base_price_2015,rating,is_prime_eligible,weight_kg,launch_year
PROD_000002,Apple iPhone 6 32GB Black,Electronics,Smartphones,Apple,120522.07,4.0,False,7.86,2018
PROD_000002,Apple iPhone 6 32GB Black,Electronics,Smartphones,Apple,120522.07,4.0,True,4.11,2018
PROD_000002,Apple iPhone 6 32GB Black,Electronics,Smartphones,Apple,120522.07,4.5,True,7.06,2018
PROD_000002,Apple iPhone 6 32GB Black,Electronics,Smartphones,Apple,120522.07,5.0,True,5.58,2019
PROD_000002,Apple iPhone 6 32GB Black,Electronics,Smartphones,Apple,137892.91,3.0,True,5.59,2017
PROD_000002,Apple iPhone 6 32GB Black,Electronics,Smartphones,Apple,137892.91,4.5,True,0.69,2016
PROD_000002,Apple iPhone 6 32GB Black,Electronics,Smartphones,Apple,137892.91,5.0,True,9.74,2017
PROD_000002,Apple iPhone 6 32GB Black,Electronics,Smartphones,Apple,152076.82,3.0,True,0.94,2016
PROD_000002,Apple iPhone 6 32GB Black,Electronics,Smartphones,Apple,152076.82,3.5,True,7.59,2015
PROD_000002,Apple iPhone 6 32GB Black,Electronics,Smartphones,Apple,152076.82,4.0,True,7.43,2017
PROD_000002,Apple iPhone 6 32GB Black,Electronics,Smartphones,Apple,152076.82,4.5,True,0.37,2018
PROD_000002,Apple iPhone 6 32GB Black,Electronics,Smartphones,Apple,152076.82,5.0,False,8.48,2018
PROD_000002,Apple iPhone 6 32GB Black,Electronics,Smartphones,Apple,152076.82,5.0,True,9.33,2017
PROD_000002,Apple iPhone 6 32GB Black,Electronics,Smartphones,Apple,158424.89,3.0,True,1.92,2019
PROD_000002,Apple iPhone 6 32GB Black,Electronics,Smartphones,Apple,158424.89,3.5,False,8.41,2017
PROD_000002,Apple iPhone 6 32GB Black,Electronics,Smartphones,Apple,158424.89,3.5,True,6.59,2017
PROD_000002,Apple iPhone 6 32GB Black,Electronics,Smartphones,Apple,158424.89,4.0,True,9.19,2019
PROD_000002,Apple iPhone 6 32GB Black,Electronics,Smartphones,Apple,158424.89,4.5,True,8.09,2018
PROD_000002,Apple iPhone 6 32GB Black,Electronics,Smartphones,Apple,158424.89,5.0,False,8.84,2016
PROD_000002,Apple iPhone 6 32GB Black,Electronics,Smartphones,Apple,158424.89,5.0,True,2.94,2017
PROD_000002,Apple iPhone 6 32GB Black,Electronics,Smartphones,Apple,159298.76,3.0,True,3.47,2018
PROD_000002,Apple iPhone 6 32GB Black,Electronics,Smartphones,Apple,159298.76,3.5,False,2.07,2019
PROD_000002,Apple iPhone 6 32GB Black,Electronics,Smartphones,Apple,159298.76,3.5,True,2.56,2016
PROD_000002,Apple iPhone 6 32GB Black,Electronics,Smartphones,Apple,159298.76,4.0,True,6.87,2018
PROD_000002,Apple iPhone 6 32GB Black,Electronics,Smartphones,Apple,159298.76,4.5,True,1.88,2018
PROD_000002,Apple iPhone 6 32GB Black,Electronics,Smartphones,Apple,159298.76,5.0,False,7.04,2018
PROD_000002,Apple iPhone 6 32GB Black,Electronics,Smartphones,Apple,159298.76,5.0,True,9.38,2017
PROD_000002,Apple iPhone 6 32GB Black,Electronics,Smartphones,Apple,163426.13,3.0,True,0.1,2017
PROD_000002,Apple iPhone 6 32GB Black,Electronics,Smartphones,Apple,163426.13,4.0,True,0.68,2018
PROD_000002,Apple iPhone 6 32GB Black,Electronics,Smartphones,Apple,163426.13,4.5,True,3.44,2015
PROD_000002,Apple iPhone 6 32GB Black,Electronics,Smartphones,Apple,163426.13,5.0,True,4.86,2017
PROD_000002,Apple iPhone 6 32GB Black,Electronics,Smartphones,Apple,178473.01,3.0,True,9.16,2018
PROD_000002,Apple iPhone 6 32GB Black,Electronics,Smartphones,Apple,178473.01,3.5,True,0.84,2015
PROD_000002,Apple iPhone 6 32GB Black,Electronics,Smartphones,Apple,178473.01,4.0,True,9.37,2016
PROD_000002,Apple iPhone 6 32GB Black,Electronics,Smartphones,Apple,178473.01,4.5,True,9.45,2016
PROD_000002,Apple iPhone 6 32GB Black,Electronics,Smartphones,Apple,178473.01,5.0,True,9.5,2015
PROD_000002,Apple iPhone 6 32GB Black,Electronics,Smartphones,Apple,183520.73,3.0,True,8.65,2016
PROD_000002,Apple iPhone 6 32GB Black,Electronics,Smartphones,Apple,183520.73,3.5,True,0.22,2018
PROD_000002,Apple iPhone 6 32GB Black,Electronics,Smartphones,Apple,183520.73,4.0,False,7.81,2016
PROD_000002,Apple iPhone 6 32GB Black,Electronics,Smartphones,Apple,183520.73,4.0,True,1.37,2017
PROD_000002,Apple iPhone 6 32GB Black,Electronics,Smartphones,Apple,183520.73,4.5,False,8.59,2019
PROD_000002,Apple iPhone 6 32GB Black,Electronics,Smartphones,Apple,183520.73,4.5,True,4.45,2017
PROD_000002,Apple iPhone 6 32GB Black,Electronics,Smartphones,Apple,183520.73,5.0,False,2.73,2018
PROD_000002,Apple iPhone 6 32GB Black,Electronics,Smartphones,Apple,183520.73,5.0,True,3.03,2018
PROD_000002,Apple iPhone 6 32GB Black,Electronics,Smartphones,Apple,186447.25,3.5,True,4.81,2019
PROD_000002,Apple iPhone 6 32GB Black,Electronics,Smartphones,Apple,186447.25,4.0,True,6.5,2017
PROD_000002,Apple iPhone 6 32GB Black,Electronics,Smartphones,Apple,186447.25,4.5,True,9.84,2017
PROD_000002,Apple iPhone 6 32GB Black,Electronics,Smartphones,Apple,186447.25,5.0,True,7.22,2017
PROD_000002,Apple iPhone 6 32GB Black,Electronics,Smartphones,Apple,206713.04,3.0,True,3.15,2018
PROD_000002,Apple iPhone 6 32GB Black,Electronics,Smartphones,Apple,206713.04,3.5,True,6.93,2018
PROD_000002,Apple iPhone 6 32GB Black,Electronics,Smartphones,Apple,206713.04,4.0,True,6.42,2015
PROD_000002,Apple iPhone 6 32GB Black,Electronics,Smartphones,Apple,206713.04,4.5,False,3.03,2018
PROD_000002,Apple iPhone 6 32GB Black,Electronics,Smartphones,Apple,206713.04,4.5,True,3.55,2015
PROD_000002,Apple iPhone 6 32GB Black,Electronics,Smartphones,Apple,206713.04,5.0,False,1.5,2017
PROD_000002,Apple iPhone 6 32GB Black,Electronics,Smartphones,Apple,206713.04,5.0,True,6.78,2018
PROD_000002,Apple iPhone 6 32GB Black,Electronics,Smartphones,Apple,214645.62,3.0,True,4.02,2016
PROD_000002,Apple iPhone 6 32GB Black,Electronics,Smartphones,Apple,214645.62,3.5,True,9.62,2015
PROD_000002,Apple iPhone 6 32GB Black,Electronics,Smartphones,Apple,214645.62,4.0,True,1.8,2018
PROD_000002,Apple iPhone 6 32GB Black,Electronics,Smartphones,Apple,214645.62,4.5,True,7.87,2017
PROD_000002,Apple iPhone 6 32GB Black,Electronics,Smartphones,Apple,214645.62,5.0,True,6.08,2018
PROD_000002,Apple iPhone 6 32GB Black,Electronics,Smartphones,Apple,13789291.0,3.5,True,4.8,2015
PROD_000002,Apple iPhone 6 32GB Black,Electronics,Smartphones,Apple,20671304.0,5.0,True,0.53,2017
PROD_000003,Apple iPhone 6 64GB Black,Electronics,Smartphones,Apple,-139038.09,4.0,True,5.91,2017
PROD_000003,Apple iPhone 6 64GB Black,Electronics,Smartphones,Apple,-118792.83,4.0,True,1.09,2017
PROD_000003,Apple iPhone 6 64GB Black,Electronics,Smartphones,Apple,89876.14,3.5,True,2.65,2015
PROD_000003,Apple iPhone 6 64GB Black,Electronics,Smartphones,Apple,89876.14,4.0,True,8.84,2015
PROD_000003,Apple iPhone 6 64GB Black,Electronics,Smartphones,Apple,89876.14,4.5,False,4.82,2016
PROD_000003,Apple iPhone 6 64GB Black,Electronics,Smartphones,Apple,89876.14,4.5,True,3.2,2018
PROD_000003,Apple iPhone 6 64GB Black,Electronics,Smartphones,Apple,89876.14,5.0,False,1.84,2017
PROD_000003,Apple iPhone 6 64GB Black,Electronics,Smartphones,Apple,89876.14,5.0,True,0.36,2015
PROD_000003,Apple iPhone 6 64GB Black,Electronics,Smartphones,Apple,102829.98,3.0,True,2.34,2015
PROD_000003,Apple iPhone 6 64GB Black,Electronics,Smartphones,Apple,102829.98,3.5,True,0.75,2018
PROD_000003,Apple iPhone 6 64GB Black,Electronics,Smartphones,Apple,102829.98,4.0,False,5.25,2018
PROD_000003,Apple iPhone 6 64GB Black,Electronics,Smartphones,Apple,102829.98,4.0,True,2.83,2017
PROD_000003,Apple iPhone 6 64GB Black,Electronics,Smartphones,Apple,102829.98,4.5,False,4.68,2017
PROD_000003,Apple iPhone 6 64GB Black,Electronics,Smartphones,Apple,102829.98,4.5,True,8.02,2016
PROD_000003,Apple iPhone 6 64GB Black,Electronics,Smartphones,Apple,102829.98,5.0,False,4.58,2016
PROD_000003,Apple iPhone 6 64GB Black,Electronics,Smartphones,Apple,102829.98,5.0,True,8.9,2015
PROD_000003,Apple iPhone 6 64GB Black,Electronics,Smartphones,Apple,113407.25,3.0,True,9.93,2018
PROD_000003,Apple iPhone 6 64GB Black,Electronics,Smartphones,Apple,113407.25,3.5,False,4.9,2016
PROD_000003,Apple iPhone 6 64GB Black,Electronics,Smartphones,Apple,113407.25,3.5,True,7.51,2016
PROD_000003,Apple iPhone 6 64GB Black,Electronics,Smartphones,Apple,113407.25,4.0,False,1.49,2017
PROD_000003,Apple iPhone 6 64GB Black,Electronics,Smartphones,Apple,113407.25,4.0,True,4.97,2018
PROD_000003,Apple iPhone 6 64GB Black,Electronics,Smartphones,Apple,113407.25,4.5,True,8.3,2016
PROD_000003,Apple iPhone 6 64GB Black,Electronics,Smartphones,Apple,113407.25,5.0,False,0.72,2018
PROD_000003,Apple iPhone 6 64GB Black,Electronics,Smartphones,Apple,113407.25,5.0,True,5.09,2018
PROD_000003,Apple iPhone 6 64GB Black,Electronics,Smartphones,Apple,118141.16,3.0,False,4.19,2015
PROD_000003,Apple iPhone 6 64GB Black,Electronics,Smartphones,Apple,118141.16,3.0,True,9.99,2017
PROD_000003,Apple iPhone 6 64GB Black,Electronics,Smartphones,Apple,118141.16,3.5,True,1.95,2018
PROD_000003,Apple iPhone 6 64GB Black,Electronics,Smartphones,Apple,118141.16,4.0,False,8.57,2016
PROD_000003,Apple iPhone 6 64GB Black,Electronics,Smartphones,Apple,118141.16,4.0,True,8.35,2015
PROD_000003,Apple iPhone 6 64GB Black,Electronics,Smartphones,Apple,118141.16,4.5,False,4.61,2018
PROD_000003,Apple iPhone 6 64GB Black,Electronics,Smartphones,Apple,118141.16,4.5,True,2.3,2017
PROD_000003,Apple iPhone 6 64GB Black,Electronics,Smartphones,Apple,118141.16,5.0,False,2.48,2019
PROD_000003,Apple iPhone 6 64GB Black,Electronics,Smartphones,Apple,118141.16,5.0,True,8.87,2019
PROD_000003,Apple iPhone 6 64GB Black,Electronics,Smartphones,Apple,118792.83,3.0,False,0.64,2019
PROD_000003,Apple iPhone 6 64GB Black,Electronics,Smartphones,Apple,118792.83,3.0,True,7.2,2019
PROD_000003,Apple iPhone 6 64GB Black,Electronics,Smartphones,Apple,118792.83,3.5,False,0.77,2015
PROD_000003,Apple iPhone 6 64GB Black,Electronics,Smartphones,Apple,118792.83,3.5,True,5.63,2017
PROD_000003,Apple iPhone 6 64GB Black,Electronics,Smartphones,Apple,118792.83,4.0,False,2.89,2017
PROD_000003,Apple iPhone 6 64GB Black,Electronics,Smartphones,Apple,118792.83,4.0,True,0.61,2018
PROD_000003,Apple iPhone 6 64GB Black,Electronics,Smartphones,Apple,118792.83,4.5,False,2.56,2018
PROD_000003,Apple iPhone 6 64GB Black,Electronics,Smartphones,Apple,118792.83,4.5,True,5.97,2016
PROD_000003,Apple iPhone 6 64GB Black,Electronics,Smartphones,Apple,118792.83,5.0,False,7.95,2017
PROD_000003,Apple iPhone 6 64GB Black,Electronics,Smartphones,Apple,118792.83,5.0,True,9.77,2015
PROD_000003,Apple iPhone 6 64GB Black,Electronics,Smartphones,Apple,121870.7,3.0,True,7.01,2015
PROD_000003,Apple iPhone 6 64GB Black,Electronics,Smartphones,Apple,121870.7,3.5,True,4.72,2019
PROD_000003,Apple iPhone 6 64GB Black,Electronics,Smartphones,Apple,121870.7,4.0,False,6.92,2016
PROD_000003,Apple iPhone 6 64GB Black,Electronics,Smartphones,Apple,121870.7,4.0,True,8.71,2019
PROD_000003,Apple iPhone 6 64GB Black,Electronics,Smartphones,Apple,121870.7,4.5,False,3.79,2018
PROD_000003,Apple iPhone 6 64GB Black,Electronics,Smartphones,Apple,121870.7,4.5,True,8.88,2015
PROD_000003,Apple iPhone 6 64GB Black,Electronics,Smartphones,Apple,121870.7,5.0,False,5.74,2016
PROD_000003,Apple iPhone 6 64GB Black,Electronics,Smartphones,Apple,121870.7,5.0,True,7.77,2017
PROD_000003,Apple iPhone 6 64GB Black,Electronics,Smartphones,Apple,133091.51,3.0,True,5.05,2016
PROD_000003,Apple iPhone 6 64GB Black,Electronics,Smartphones,Apple,133091.51,3.5,False,9.87,2017
PROD_000003,Apple iPhone 6 64GB Black,Electronics,Smartphones,Apple,133091.51,3.5,True,9.49,2016
PROD_000003,Apple iPhone 6 64GB Black,Electronics,Smartphones,Apple,133091.51,4.0,False,1.19,2016
PROD_000003,Apple iPhone 6 64GB Black,Electronics,Smartphones,Apple,133091.51,4.0,True,5.04,2017
PROD_000003,Apple iPhone 6 64GB Black,Electronics,Smartphones,Apple,133091.51,4.5,False,6.58,2017
PROD_000003,Apple iPhone 6 64GB Black,Electronics,Smartphones,Apple,133091.51,4.5,True,8.9,2018
PROD_000003,Apple iPhone 6 64GB Black,Electronics,Smartphones,Apple,133091.51,5.0,False,5.3,2016
PROD_000003,Apple iPhone 6 64GB Black,Electronics,Smartphones,Apple,133091.51,5.0,True,4.6,2016
PROD_000003,Apple iPhone 6 64GB Black,Electronics,Smartphones,Apple,136855.72,3.0,True,3.79,2016
PROD_000003,Apple iPhone 6 64GB Black,Electronics,Smartphones,Apple,136855.72,3.5,False,7.38,2015
PROD_000003,Apple iPhone 6 64GB Black,Electronics,Smartphones,Apple,136855.72,3.5,True,0.68,2018
PROD_000003,Apple iPhone 6 64GB Black,Electronics,Smartphones,Apple,136855.72,4.0,False,2.83,2019
PROD_000003,Apple iPhone 6 64GB Black,Electronics,Smartphones,Apple,136855.72,4.0,True,0.67,2018
PROD_000003,Apple iPhone 6 64GB Black,Electronics,Smartphones,Apple,136855.72,4.5,False,1.4,2016
PROD_000003,Apple iPhone 6 64GB Black,Electronics,Smartphones,Apple,136855.72,4.5,True,1.16,2018
PROD_000003,Apple iPhone 6 64GB Black,Electronics,Smartphones,Apple,136855.72,5.0,False,1.87,2016
PROD_000003,Apple iPhone 6 64GB Black,Electronics,Smartphones,Apple,136855.72,5.0,True,9.54,2016
PROD_000003,Apple iPhone 6 64GB Black,Electronics,Smartphones,Apple,139038.09,3.0,True,3.63,2015
PROD_000003,Apple iPhone 6 64GB Black,Electronics,Smartphones,Apple,139038.09,3.5,False,8.6,2015
PROD_000003,Apple iPhone 6 64GB Black,Electronics,Smartphones,Apple,139038.09,3.5,True,2.39,2017
PROD_000003,Apple iPhone 6 64GB Black,Electronics,Smartphones,Apple,139038.09,4.0,False,0.13,2019
PROD_000003,Apple iPhone 6 64GB Black,Electronics,Smartphones,Apple,139038.09,4.0,True,7.86,2016
PROD_000003,Apple iPhone 6 64GB Black,Electronics,Smartphones,Apple,139038.09,4.5,True,0.58,2018
PROD_000003,Apple iPhone 6 64GB Black,Electronics,Smartphones,Apple,139038.09,5.0,False,5.09,2018
PROD_000003,Apple iPhone 6 64GB Black,Electronics,Smartphones,Apple,139038.09,5.0,True,0.11,2016
PROD_000003,Apple iPhone 6 64GB Black,Electronics,Smartphones,Apple,154150.77,3.0,True,7.04,2019
PROD_000003,Apple iPhone 6 64GB Black,Electronics,Smartphones,Apple,154150.77,3.5,False,5.34,2015
PROD_000003,Apple iPhone 6 64GB Black,Electronics,Smartphones,Apple,154150.77,3.5,True,5.1,2015
PROD_000003,Apple iPhone 6 64GB Black,Electronics,Smartphones,Apple,154150.77,4.0,False,0.66,2017
PROD_000003,Apple iPhone 6 64GB Black,Electronics,Smartphones,Apple,154150.77,4.0,True,4.64,2016
PROD_000003,Apple iPhone 6 64GB Black,Electronics,Smartphones,Apple,154150.77,4.5,False,2.16,2019
PROD_000003,Apple iPhone 6 64GB Black,Electronics,Smartphones,Apple,154150.77,4.5,True,7.48,2017
PROD_000003,Apple iPhone 6 64GB Black,Electronics,Smartphones,Apple,154150.77,5.0,False,8.31,2017
PROD_000003,Apple iPhone 6 64GB Black,Electronics,Smartphones,Apple,154150.77,5.0,True,1.36,2016
PROD_000003,Apple iPhone 6 64GB Black,Electronics,Smartphones,Apple,160066.28,3.0,True,2.86,2019
PROD_000003,Apple iPhone 6 64GB Black,Electronics,Smartphones,Apple,160066.28,3.5,False,1.55,2015
PROD_000003,Apple iPhone 6 64GB Black,Electronics,Smartphones,Apple,160066.28,3.5,True,9.69,2017
PROD_000003,Apple iPhone 6 64GB Black,Electronics,Smartphones,Apple,160066.28,4.0,True,4.59,2016
PROD_000003,Apple iPhone 6 64GB Black,Electronics,Smartphones,Apple,160066.28,4.5,False,7.4,2016
PROD_000003,Apple iPhone 6 64GB Black,Electronics,Smartphones,Apple,160066.28,4.5,True,2.3,2015
PROD_000003,Apple iPhone 6 64GB Black,Electronics,Smartphones,Apple,160066.28,5.0,True,4.22,2017
PROD_000003,Apple iPhone 6 64GB Black,Electronics,Smartphones,Apple,1181411.6,5.0,True,2.6,2015
PROD_000003,Apple iPhone 6 64GB Black,Electronics,Smartphones,Apple,1187928.3,5.0,True,4.17,2018
PROD_000003,Apple iPhone 6 64GB Black,Electronics,Smartphones,Apple,1218707.0,5.0,True,4.1,2017
PROD_000003,Apple iPhone 6 64GB Black,Electronics,Smartphones,Apple,1390380.9,5.0,True,0.35,2018
PROD_000003,Apple iPhone 6 64GB Black,Electronics,Smartphones,Apple,1541507.7,4.5,True,4.49,2018
PROD_000003,Apple iPhone 6 64GB Black,Electronics,Smartphones,Apple,13309151.0,4.5,True,4.1,2018
PROD_000003,Apple iPhone 6 64GB Black,Electronics,Smartphones,Apple,13309151.0,5.0,True,4.28,2019
PROD_000003,Apple iPhone 6 64GB Black,Electronics,Smartphones,Apple,13903809.0,5.0,True,7.79,2019
PROD_000003,Apple iPhone 6 64GB Black,Electronics,Smartphones,Apple,15415076.999999998,5.0,True,9.8,2016
PROD_000003,Apple iPhone 6 64GB Black,Electronics,Smartphones,Apple,102829.98,4.5,True,3.5,2016
PROD_000004,Apple iPhone 6 16GB White,Electronics,Smartphones,Apple,161067.32,3.0,True,6.33,2018
PROD_000004,Apple iPhone 6 16GB White,Electronics,Smartphones,Apple,161067.32,3.5,True,3.62,2015
PROD_000004,Apple iPhone 6 16GB White,Electronics,Smartphones,Apple,161067.32,4.0,True,8.84,2018
PROD_000004,Apple iPhone 6 16GB White,Electronics,Smartphones,Apple,161067.32,4.5,True,7.04,2019
PROD_000004,Apple iPhone 6 16GB White,Electronics,Smartphones,Apple,161067.32,5.0,True,4.83,2017
PROD_000004,Apple iPhone 6 16GB White,Electronics,Smartphones,Apple,184281.95,3.5,True,2.09,2019
PROD_000004,Apple iPhone 6 16GB White,Electronics,Smartphones,Apple,184281.95,4.0,True,6.77,2018
PROD_000004,Apple iPhone 6 16GB White,Electronics,Smartphones,Apple,184281.95,4.5,True,1.18,2015
PROD_000004,Apple iPhone 6 16GB White,Electronics,Smartphones,Apple,184281.95,5.0,False,0.66,2016
PROD_000004,Apple iPhone 6 16GB White,Electronics,Smartphones,Apple,184281.95,5.0,True,7.08,2019
PROD_000004,Apple iPhone 6 16GB White,Electronics,Smartphones,Apple,203237.51,3.5,True,0.65,2017
PROD_000004,Apple iPhone 6 16GB White,Electronics,Smartphones,Apple,203237.51,4.0,True,2.71,2016
PROD_000004,Apple iPhone 6 16GB White,Electronics,Smartphones,Apple,203237.51,4.5,True,8.61,2018
PROD_000004,Apple iPhone 6 16GB White,Electronics,Smartphones,Apple,203237.51,5.0,True,9.59,2016
PROD_000004,Apple iPhone 6 16GB White,Electronics,Smartphones,Apple,211721.16,3.0,True,8.78,2017
